year,from_country_id,to_country_id,fixed_effects
2015,DEU,HUN,-.1360899525250958
2016,DEU,HUN,-.1436418346231151
2017,DEU,HUN,-.1562641086551982
2018,DEU,HUN,-.143655747148243
1994,DEU,RUS,
1995,DEU,RUS,.010439816115186
1997,DEU,RUS,.0019380816247854
2000,DEU,RUS,-.0139337537453462
2001,DEU,RUS,.0190925901915413
2002,DEU,RUS,.0058333883664371
2003,DEU,RUS,.009203849638202
2004,DEU,RUS,.0048948757931514
2005,DEU,RUS,-.0009483500634641
2006,DEU,RUS,.010018934840986
2007,DEU,RUS,.008056864805049
2008,DEU,RUS,-.0056564043319429
2009,DEU,RUS,-.0000745578420506
2010,DEU,RUS,.0125717082685997
2011,DEU,RUS,.0033635726558122
2012,DEU,RUS,-.0248092389727823
2013,DEU,RUS,-.0197188486998696
2014,DEU,RUS,-.0012439071033661
2015,DEU,RUS,-.00633479165267
2016,DEU,RUS,-.0138866737506894
2019,DEU,RUS,-.0134327149502922
2021,DEU,RUS,-.0164186350266992
1994,DEU,SVK,
1998,DEU,SVK,
1994,DEU,ROU,
1998,DEU,ROU,-.0351324207425434
2000,DEU,ROU,-.0726354996483063
2002,DEU,ROU,-.0528683575365221
2003,DEU,ROU,-.0494978962647571
2004,DEU,ROU,-.0538068701098076
2005,DEU,ROU,-.0596500959664232
2006,DEU,ROU,-.0486828110619733
2007,DEU,ROU,-.0506448810979106
2008,DEU,ROU,-.0643581502349022
2009,DEU,ROU,-.0587763037450102
2010,DEU,ROU,-.0461300376343596
2011,DEU,ROU,-.0553381732471472
2012,DEU,ROU,-.0835109848757416
2013,DEU,ROU,-.0784205946028289
2014,DEU,ROU,-.0599456530063263
2015,DEU,ROU,-.0650365375556297
2017,DEU,ROU,-.0852106936857319
2022,DEU,ROU,-.0839714581595156
2026,DEU,ROU,
1994,DEU,EST,
1997,DEU,EST,
1998,DEU,EST,
1999,DEU,EST,
2000,DEU,EST,
2001,DEU,EST,
2002,DEU,EST,
2003,DEU,EST,
2009,DEU,EST,
2011,DEU,EST,
2012,DEU,EST,
2013,DEU,EST,
2015,DEU,EST,
2018,DEU,EST,
2019,DEU,EST,
2022,DEU,EST,-.0327098700736247
2023,DEU,EST,-.0135496505335503
2024,DEU,EST,.0000185086349781
2025,DEU,EST,
1994,DEU,LTU,
1999,DEU,LTU,
2001,DEU,LTU,
2002,DEU,LTU,
2006,DEU,LTU,
2007,DEU,LTU,
2009,DEU,LTU,
2011,DEU,LTU,
2012,DEU,LTU,
2013,DEU,LTU,
2015,DEU,LTU,
2016,DEU,LTU,
2018,DEU,LTU,
2021,DEU,LTU,-.1073940399866004
2022,DEU,LTU,-.1162451172164567
2023,DEU,LTU,-.0970848976763826
2024,DEU,LTU,-.0835167385078539
2025,DEU,LTU,
2026,DEU,LTU,
1994,GRC,POL,
1995,GRC,POL,-.0940437125658206
1996,GRC,POL,-.0849202612587002
1997,GRC,POL,-.1025454470562212
1998,GRC,POL,-.08091420352059
2001,GRC,POL,-.0853909384894644
2003,GRC,POL,-.0952796790428043
2004,GRC,POL,-.0995886528878545
2008,GRC,POL,-.1101399330129494
2014,GRC,POL,-.105727435784373
2015,GRC,POL,-.1108183203336766
2016,GRC,POL,-.1183702024316958
2017,GRC,POL,-.1309924764637788
2022,GRC,POL,-.1297532409375619
2023,GRC,POL,-.1105930213974886
2025,GRC,POL,
2026,GRC,POL,
1994,GRC,HUN,
1995,GRC,HUN,-.0497935341776294
1997,GRC,HUN,-.0582952686680298
1998,GRC,HUN,-.0366640251323994
2005,GRC,HUN,-.0611817003562788
2007,GRC,HUN,-.0521764854877668
2011,GRC,HUN,-.0568697776370031
2012,GRC,HUN,-.0850425892655972
2013,GRC,HUN,-.0799521989926851
2014,GRC,HUN,-.0614772573961818
2015,GRC,HUN,-.0665681419454859
2016,GRC,HUN,-.0741200240435052
2017,GRC,HUN,-.0867422980755879
2018,GRC,HUN,-.074133936568633
1994,GRC,RUS,
1995,GRC,RUS,.0799616266947961
1997,GRC,RUS,.0714598922043952
2001,GRC,RUS,.0886144007711519
2002,GRC,RUS,.0753551989460479
2003,GRC,RUS,.0787256602178128
2004,GRC,RUS,.0744166863727613
2005,GRC,RUS,.0685734605161469
2006,GRC,RUS,.0795407454205965
2007,GRC,RUS,.0775786753846596
2008,GRC,RUS,.0638654062476669
2009,GRC,RUS,.0694472527375596
2010,GRC,RUS,.08209351884821
2011,GRC,RUS,.0728853832354222
2012,GRC,RUS,.0447125716068276
2013,GRC,RUS,.0498029618797407
2014,GRC,RUS,.0682779034762439
2015,GRC,RUS,.0631870189269398
2016,GRC,RUS,.0556351368289206
2019,GRC,RUS,.0560890956293179
2021,GRC,RUS,.0531031755529103
1994,GRC,SVK,
1996,GRC,SVK,-.0726982642591165
1998,GRC,SVK,-.068692206521007
1994,GRC,ROU,
1998,GRC,ROU,.0343893898370661
2002,GRC,ROU,.016653453043088
2003,GRC,ROU,.0200239143148528
2004,GRC,ROU,.015714940469802
2005,GRC,ROU,.0098717146131876
2006,GRC,ROU,.0208389995176372
2007,GRC,ROU,.0188769294816994
2008,GRC,ROU,.0051636603447079
2009,GRC,ROU,.0107455068346001
2010,GRC,ROU,.0233917729452506
2011,GRC,ROU,.0141836373324629
2012,GRC,ROU,-.0139891742961322
2013,GRC,ROU,-.0088987840232186
2014,GRC,ROU,.0095761575732835
2015,GRC,ROU,.00448527302398
2017,GRC,ROU,-.0156888831061224
2022,GRC,ROU,-.0144496475799053
2026,GRC,ROU,
1994,GRC,EST,
1996,GRC,EST,.0816449201848475
1997,GRC,EST,.0640197343873276
1998,GRC,EST,.0856509779229571
2001,GRC,EST,.0811742429540839
2002,GRC,EST,.0679150411289789
2003,GRC,EST,.0712855024007436
2009,GRC,EST,.0620070949204908
2011,GRC,EST,.0654452254183538
2012,GRC,EST,.0372724137897596
2013,GRC,EST,.042362804062672
2015,GRC,EST,.0557468611098712
2018,GRC,EST,.0481810664867235
2019,GRC,EST,.0486489378122489
2022,GRC,EST,.0368119405059857
2023,GRC,EST,.055972160046059
2024,GRC,EST,.0695403192145882
2025,GRC,EST,
1994,GRC,LTU,
2001,GRC,LTU,-.0023610041887487
2002,GRC,LTU,-.0156202060138535
2006,GRC,LTU,-.0114346595393041
2007,GRC,LTU,-.0133967295752421
2009,GRC,LTU,-.0215281522223413
2011,GRC,LTU,-.0180900217244787
2012,GRC,LTU,-.0462628333530726
2013,GRC,LTU,-.04117244308016
2015,GRC,LTU,-.0277883860329613
2016,GRC,LTU,-.0353402681309802
2018,GRC,LTU,-.0353541806561085
2021,GRC,LTU,-.0378722294069903
2022,GRC,LTU,-.046723306636847
2023,GRC,LTU,-.0275630870967727
2024,GRC,LTU,-.0139949279282447
2025,GRC,LTU,
2026,GRC,LTU,
1994,HUN,IRL,
1995,HUN,IRL,-.0175857340516734
1997,HUN,IRL,-.0260874685420744
1998,HUN,IRL,-.0044562250064438
2007,HUN,IRL,-.0199686853618112
2011,HUN,IRL,-.0246619775110475
2012,HUN,IRL,-.0528347891396423
2013,HUN,IRL,-.0477443988667295
2018,HUN,IRL,-.0419261364426778
1994,HUN,POL,
1995,HUN,POL,-.1454098353399578
1997,HUN,POL,-.1539115698303585
1998,HUN,POL,-.1322803262947279
2008,HUN,POL,-.1615060557870866
2014,HUN,POL,-.1570935585585108
2015,HUN,POL,-.1621844431078146
2016,HUN,POL,-.1697363252058336
2017,HUN,POL,-.1823585992379165
1994,HUN,DEU,
1995,HUN,DEU,-.1860502866028301
1997,HUN,DEU,-.1945520210932309
1998,HUN,DEU,-.1729207775575999
2005,HUN,DEU,-.1974384527814794
2007,HUN,DEU,-.1884332379129671
2008,HUN,DEU,-.2021465070499589
2009,HUN,DEU,-.1965646605600667
2011,HUN,DEU,-.1931265300622039
2012,HUN,DEU,-.2212993416907977
2013,HUN,DEU,-.2162089514178857
2014,HUN,DEU,-.1977340098213827
2015,HUN,DEU,-.2028248943706865
2016,HUN,DEU,-.2103767764687057
2017,HUN,DEU,-.2229990505007884
2018,HUN,DEU,-.2103906889938336
2019,HUN,DEU,-.2099228176683084
1994,HUN,MLT,
1995,HUN,MLT,.0387724355751351
1997,HUN,MLT,.030270701084735
1998,HUN,MLT,.0519019446203654
2005,HUN,MLT,.0273842693964857
2009,HUN,MLT,.0282580616178988
2012,HUN,MLT,.0035233804871672
2013,HUN,MLT,.0086137707600795
2014,HUN,MLT,.0270887123565822
2016,HUN,MLT,.0144459457092591
2019,HUN,MLT,.0148999045096566
1994,HUN,NOR,
1995,HUN,NOR,.0122114198685543
1997,HUN,NOR,.0037096853781537
1998,HUN,NOR,.0253409289137847
2005,HUN,NOR,.0008232536899047
2008,HUN,NOR,-.0038848005785743
2009,HUN,NOR,.0016970459113184
2012,HUN,NOR,-.0230376352194137
2013,HUN,NOR,-.0179472449465003
2014,HUN,NOR,.0005276966500015
2015,HUN,NOR,-.0045631878993018
2017,HUN,NOR,-.0247373440294038
2018,HUN,NOR,-.0121289825224489
2019,HUN,NOR,-.0116611111969237
1994,HUN,FRA,
1995,HUN,FRA,-.1172151529200089
1997,HUN,FRA,-.1257168874104095
1998,HUN,FRA,-.1040856438747793
2005,HUN,FRA,-.128603319098659
2007,HUN,FRA,-.1195981042301458
2008,HUN,FRA,-.133311373367138
2009,HUN,FRA,-.1277295268772455
2011,HUN,FRA,-.1242913963793826
2012,HUN,FRA,-.1524642080079776
2013,HUN,FRA,-.1473738177350644
2014,HUN,FRA,-.1288988761385617
2015,HUN,FRA,-.1339897606878656
2016,HUN,FRA,-.141541642785885
2017,HUN,FRA,-.1541639168179677
2018,HUN,FRA,-.1415555553110132
2019,HUN,FRA,-.1410876839854876
1994,HUN,PRT,
1995,HUN,PRT,.0007213834049083
1997,HUN,PRT,-.0077803510854929
1998,HUN,PRT,.0138508924501382
2008,HUN,PRT,-.0153748370422209
2009,HUN,PRT,-.0097929905523285
2017,HUN,PRT,-.036227380493051
2018,HUN,PRT,-.0236190189860958
1994,HUN,RUS,
1995,HUN,RUS,.0285955039206575
1997,HUN,RUS,.0200937694302575
2005,HUN,RUS,.0172073377420083
2007,HUN,RUS,.026212552610521
2008,HUN,RUS,.0124992834735286
2009,HUN,RUS,.0180811299634211
2011,HUN,RUS,.0215192604612846
2012,HUN,RUS,-.0066535511673102
2013,HUN,RUS,-.0015631608943976
2014,HUN,RUS,.0169117807021051
2015,HUN,RUS,.0118208961528024
2016,HUN,RUS,.0042690140547836
2019,HUN,RUS,.0047229728551804
1994,HUN,GBR,
1995,HUN,GBR,-.1423177224796821
1997,HUN,GBR,-.1508194569700826
1998,HUN,GBR,-.1291882134344526
2005,HUN,GBR,-.153705888658332
2007,HUN,GBR,-.1447006737898194
2008,HUN,GBR,-.1584139429268109
2009,HUN,GBR,-.1528320964369186
2011,HUN,GBR,-.1493939659390559
2012,HUN,GBR,-.1775667775676504
2013,HUN,GBR,-.1724763872947378
2014,HUN,GBR,-.154001445698235
2015,HUN,GBR,-.1590923302475385
2016,HUN,GBR,-.166644212345558
2017,HUN,GBR,-.179266486377641
2018,HUN,GBR,-.1666581248706859
2019,HUN,GBR,-.1661902535451603
1994,HUN,CYP,
1995,HUN,CYP,.0274399184962146
1997,HUN,CYP,.018938184005814
1998,HUN,CYP,.0405694275414452
2005,HUN,CYP,.0160517523175649
2012,HUN,CYP,-.0078091365917535
2015,HUN,CYP,.0106653107283577
2016,HUN,CYP,.0031134286303394
2017,HUN,CYP,-.0095088454017447
2018,HUN,CYP,.0030995161052108
2019,HUN,CYP,.0035673874307366
1994,HUN,ISL,
1995,HUN,ISL,.0803463727355704
1997,HUN,ISL,.0718446382451693
2008,HUN,ISL,.0642501522884405
2009,HUN,ISL,.0698319987783332
2011,HUN,ISL,.0732701292761968
2012,HUN,ISL,.0450973176476022
2013,HUN,ISL,.0501877079205143
2014,HUN,ISL,.0686626495170169
2019,HUN,ISL,.0564738416700914
1994,HUN,SWE,
1995,HUN,SWE,.0983133384112537
1997,HUN,SWE,.0898116039208532
1998,HUN,SWE,.1114428474564837
2005,HUN,SWE,.0869251722326046
2007,HUN,SWE,.0959303871011168
2008,HUN,SWE,.0822171179641256
2009,HUN,SWE,.0877989644540174
2011,HUN,SWE,.0912370949518806
2012,HUN,SWE,.0630642833232865
2013,HUN,SWE,.0681546735961981
2014,HUN,SWE,.0866296151927018
2015,HUN,SWE,.0815387306433982
2016,HUN,SWE,.0739868485453787
2017,HUN,SWE,.0613645745132952
2018,HUN,SWE,.0739729360202497
2019,HUN,SWE,.0744408073457757
1994,HUN,GRC,
1995,HUN,GRC,.0293533020543455
1997,HUN,GRC,.0208515675639447
1998,HUN,GRC,.0424828110995756
2005,HUN,GRC,.0179651358756964
2007,HUN,GRC,.0269703507442086
2008,HUN,GRC,.0132570816072164
2009,HUN,GRC,.0188389280971092
2011,HUN,GRC,.0222770585949721
2012,HUN,GRC,-.0058957530336227
2013,HUN,GRC,-.0008053627607103
2014,HUN,GRC,.0176695788357928
2015,HUN,GRC,.0125786942864891
2017,HUN,GRC,-.0075954618436133
2019,HUN,GRC,.0054807709888672
1994,HUN,BIH,
1995,HUN,BIH,
1997,HUN,BIH,.0205097123221929
2005,HUN,BIH,.0176232806339437
2007,HUN,BIH,.0266284955024557
2008,HUN,BIH,.0129152263654642
2009,HUN,BIH,.0184970728553565
2011,HUN,BIH,.0219352033532191
2012,HUN,BIH,-.006237608275375
1994,HUN,HRV,
1995,HUN,HRV,.0117213331896964
1997,HUN,HRV,.0032195986992956
1998,HUN,HRV,.024850842234926
2005,HUN,HRV,.0003331670110464
2008,HUN,HRV,-.0043748872574326
2009,HUN,HRV,.0012069592324593
2016,HUN,HRV,-.0126051566761791
2017,HUN,HRV,-.0252274307082628
1994,HUN,AUT,
1995,HUN,AUT,-.0384057972843824
1997,HUN,AUT,-.0469075317747834
2011,HUN,AUT,-.0454820407437566
2014,HUN,AUT,-.0500895205029354
2015,HUN,AUT,-.0551804050522396
2016,HUN,AUT,-.0627322871502583
2017,HUN,AUT,-.0753545611823418
2018,HUN,AUT,-.0627461996753866
1994,HUN,ESP,
1995,HUN,ESP,-.1115181528808799
1997,HUN,ESP,-.1200198873712806
1998,HUN,ESP,-.0983886438356497
2005,HUN,ESP,-.1229063190595293
2007,HUN,ESP,-.1139011041910171
2008,HUN,ESP,-.127614373328009
2009,HUN,ESP,-.1220325268381164
2011,HUN,ESP,-.1185943963402535
2012,HUN,ESP,-.1467672079688474
2013,HUN,ESP,-.1416768176959357
2014,HUN,ESP,-.1232018760994327
2015,HUN,ESP,-.1282927606487362
2016,HUN,ESP,-.1358446427467558
2017,HUN,ESP,-.1484669167788382
2018,HUN,ESP,-.1358585552718835
2019,HUN,ESP,-.1353906839463583
1994,HUN,CHE,
1997,HUN,CHE,-.046403256816451
1998,HUN,CHE,-.0247720132808202
2005,HUN,CHE,-.049289688504699
2011,HUN,CHE,-.0449777657854241
2014,HUN,CHE,-.0495852455446024
2019,HUN,CHE,-.0617740533915284
1994,HUN,SVK,
1998,HUN,SVK,-.1200583292951448
1994,HUN,ROU,
1998,HUN,ROU,-.0169767329370714
2005,HUN,ROU,-.0414944081609502
2007,HUN,ROU,-.0324891932924378
2008,HUN,ROU,-.0462024624294298
2009,HUN,ROU,-.0406206159395379
2011,HUN,ROU,-.0371824854416746
2012,HUN,ROU,-.0653552970702698
2013,HUN,ROU,-.0602649067973567
2014,HUN,ROU,-.0417899652008541
2015,HUN,ROU,-.0468808497501575
2017,HUN,ROU,-.0670550058802597
1994,HUN,FIN,
1998,HUN,FIN,-.0411521245813997
2007,HUN,FIN,-.0566645849367667
2008,HUN,FIN,-.0703778540737586
2009,HUN,FIN,-.0647960075838659
2011,HUN,FIN,-.0613578770860032
2013,HUN,FIN,-.0844402984416851
2014,HUN,FIN,-.0659653568451818
2018,HUN,FIN,-.0786220360176333
1994,HUN,NLD,
1997,HUN,NLD,-.043906005320391
1998,HUN,NLD,-.0222747617847612
2013,HUN,NLD,-.0655629356450461
2014,HUN,NLD,-.0470879940485427
2016,HUN,NLD,-.0597307606958659
2017,HUN,NLD,-.0723530347279492
2018,HUN,NLD,-.059744673220994
2019,HUN,NLD,-.0592768018954688
1994,HUN,EST,
1997,HUN,EST,.0126536116131893
1998,HUN,EST,.03428485514882
2009,HUN,EST,.0106409721463531
2011,HUN,EST,.0140791026442157
2012,HUN,EST,-.0140937089843783
2013,HUN,EST,-.0090033187114659
2015,HUN,EST,.0043807383357338
2018,HUN,EST,-.0031850562874139
2019,HUN,EST,-.0027171849618883
1994,HUN,LTU,
2007,HUN,LTU,-.0647628523493794
2009,HUN,LTU,-.0728942749964792
2011,HUN,LTU,-.0694561444986159
2012,HUN,LTU,-.0976289561272108
2013,HUN,LTU,-.0925385658542981
2015,HUN,LTU,-.0791545088070987
2016,HUN,LTU,-.0867063909051178
2018,HUN,LTU,-.0867203034302458
1994,ISL,POL,
1995,ISL,POL,-.0692815691698534
1996,ISL,POL,-.0601581178627325
1997,ISL,POL,-.0777833036602536
1999,ISL,POL,-.0556604160976664
2001,ISL,POL,-.0606287950934976
2003,ISL,POL,-.0705175356468368
2004,ISL,POL,-.0748265094918872
2008,ISL,POL,-.0853777896169824
2014,ISL,POL,-.080965292388406
2015,ISL,POL,-.0860561769377096
2016,ISL,POL,-.0936080590357285
2017,ISL,POL,-.1062303330678118
2022,ISL,POL,-.104991097541595
2023,ISL,POL,-.0858308780015211
2025,ISL,POL,
1994,ISL,HUN,
1995,ISL,HUN,-.0250313907816626
1997,ISL,HUN,-.0335331252720627
2005,ISL,HUN,-.0364195569603111
2007,ISL,HUN,-.0274143420917987
2011,ISL,HUN,-.0321076342410363
2012,ISL,HUN,-.060280445869631
2013,ISL,HUN,-.055190055596718
2014,ISL,HUN,-.0367151140002145
2015,ISL,HUN,-.0418059985495188
2016,ISL,HUN,-.0493578806475379
2017,ISL,HUN,-.0619801546796205
2018,ISL,HUN,-.0493717931726659
1994,ISL,RUS,
1995,ISL,RUS,.1047237700907636
1997,ISL,RUS,.0962220356003626
2000,ISL,RUS,.0803502002302296
2001,ISL,RUS,.1133765441671196
2003,ISL,RUS,.1034878036137794
2004,ISL,RUS,.0991788297687296
2005,ISL,RUS,.0933356039121139
2006,ISL,RUS,.1043028888165637
2007,ISL,RUS,.1023408187806255
2008,ISL,RUS,.0886275496436342
2009,ISL,RUS,.0942093961335268
2010,ISL,RUS,.106855662244177
2011,ISL,RUS,.0976475266313901
2012,ISL,RUS,.0694747150027952
2013,ISL,RUS,.0745651052757072
2014,ISL,RUS,.0930400468722109
2015,ISL,RUS,.0879491623229064
2016,ISL,RUS,.0803972802248864
2019,ISL,RUS,.0808512390252848
2021,ISL,RUS,.0778653189488776
1994,ISL,SVK,
1996,ISL,SVK,-.0479361208631487
1994,ISL,ROU,
2000,ISL,ROU,.0216484543272709
2003,ISL,ROU,.0447860577108197
2004,ISL,ROU,.0404770838657695
2005,ISL,ROU,.0346338580091541
2006,ISL,ROU,.0456011429136043
2007,ISL,ROU,.0436390728776669
2008,ISL,ROU,.0299258037406749
2009,ISL,ROU,.0355076502305674
2010,ISL,ROU,.0481539163412179
2011,ISL,ROU,.0389457807284299
2012,ISL,ROU,.0107729690998355
2013,ISL,ROU,.0158633593727483
2014,ISL,ROU,.0343383009692511
2015,ISL,ROU,.0292474164199472
2017,ISL,ROU,.0090732602898449
2022,ISL,ROU,.0103124958160619
1994,ISL,EST,
1996,ISL,EST,.1064070635808158
1997,ISL,EST,.0887818777832943
1999,ISL,EST,.1109047653458816
2000,ISL,EST,.0729100424131622
2001,ISL,EST,.1059363863500515
2003,ISL,EST,.0960476457967107
2009,ISL,EST,.0867692383164587
2011,ISL,EST,.0902073688143215
2012,ISL,EST,.0620345571857259
2013,ISL,EST,.0671249474586393
2015,ISL,EST,.0805090045058377
2018,ISL,EST,.072943209882691
2019,ISL,EST,.0734110812082161
2022,ISL,EST,.0615740839019533
2023,ISL,EST,.0807343034420267
2024,ISL,EST,.0943024626105547
2025,ISL,EST,
1994,ISL,LTU,
1999,ISL,LTU,.0273695182030488
2001,ISL,LTU,.0224011392072188
2006,ISL,LTU,.013327483856663
2007,ISL,LTU,.0113654138207252
2009,ISL,LTU,.0032339911736261
2011,ISL,LTU,.0066721216714887
2012,ISL,LTU,-.0215006899571059
2013,ISL,LTU,-.0164102996841932
2015,ISL,LTU,-.0030262426369935
2016,ISL,LTU,-.0105781247350138
2018,ISL,LTU,-.010592037260141
2021,ISL,LTU,-.0131100860110231
2022,ISL,LTU,-.0219611632408791
2023,ISL,LTU,-.0028009437008054
2024,ISL,LTU,.0107672154677228
2025,ISL,LTU,
1994,IRL,POL,
1995,IRL,POL,-.1000704293184667
1996,IRL,POL,-.0909469780113462
1997,IRL,POL,-.1085721638088673
1998,IRL,POL,-.0869409202732366
1999,IRL,POL,-.0864492762462803
2001,IRL,POL,-.0914176552421111
2003,IRL,POL,-.1013063957954503
2004,IRL,POL,-.1056153696405006
2008,IRL,POL,-.1161666497655955
2014,IRL,POL,-.1117541525370195
2015,IRL,POL,-.1168450370863228
2016,IRL,POL,-.1243969191843423
2017,IRL,POL,-.1370191932164257
2022,IRL,POL,-.1357799576902082
2023,IRL,POL,-.1166197381501349
2025,IRL,POL,
1994,IRL,HUN,
1995,IRL,HUN,-.0558202509302758
1997,IRL,HUN,-.0643219854206763
1998,IRL,HUN,-.0426907418850457
2005,IRL,HUN,-.067208417108925
2007,IRL,HUN,-.0582032022404129
2011,IRL,HUN,-.0628964943896493
2012,IRL,HUN,-.0910693060182438
2013,IRL,HUN,-.0859789157453314
2014,IRL,HUN,-.0675039741488284
2015,IRL,HUN,-.0725948586981319
2016,IRL,HUN,-.0801467407961509
2017,IRL,HUN,-.0927690148282341
2018,IRL,HUN,-.0801606533212793
1994,IRL,RUS,
1995,IRL,RUS,.0739349099421495
1997,IRL,RUS,.0654331754517492
2000,IRL,RUS,.0495613400816174
2001,IRL,RUS,.0825876840185061
2003,IRL,RUS,.0726989434651657
2004,IRL,RUS,.0683899696201163
2005,IRL,RUS,.0625467437635006
2006,IRL,RUS,.0735140286679503
2007,IRL,RUS,.0715519586320121
2008,IRL,RUS,.0578386894950206
2009,IRL,RUS,.0634205359849133
2010,IRL,RUS,.0760668020955639
2011,IRL,RUS,.0668586664827757
2012,IRL,RUS,.0386858548541813
2013,IRL,RUS,.0437762451270944
2014,IRL,RUS,.0622511867235974
2015,IRL,RUS,.0571603021742937
2016,IRL,RUS,.0496084200762742
2019,IRL,RUS,.0500623788766711
2021,IRL,RUS,.0470764588002645
1994,IRL,SVK,
1996,IRL,SVK,-.0787249810117628
1998,IRL,SVK,-.0747189232736539
1994,IRL,ROU,
1998,IRL,ROU,.0283626730844201
2000,IRL,ROU,-.0091404058213427
2003,IRL,ROU,.0139971975622065
2004,IRL,ROU,.0096882237171557
2005,IRL,ROU,.003844997860541
2006,IRL,ROU,.0148122827649902
2007,IRL,ROU,.0128502127290535
2008,IRL,ROU,-.0008630564079389
2009,IRL,ROU,.0047187900819537
2010,IRL,ROU,.0173650561926045
2011,IRL,ROU,.0081569205798164
2012,IRL,ROU,-.0200158910487782
2013,IRL,ROU,-.0149255007758657
2014,IRL,ROU,.0035494408206382
2015,IRL,ROU,-.001541443728666
2017,IRL,ROU,-.0217155998587679
2022,IRL,ROU,-.0204763643325519
1994,IRL,EST,
1996,IRL,EST,
1997,IRL,EST,
1998,IRL,EST,
1999,IRL,EST,
2000,IRL,EST,
2001,IRL,EST,
2003,IRL,EST,
2009,IRL,EST,.0559803781678448
2011,IRL,EST,.0594185086657079
2012,IRL,EST,.0312456970371133
2013,IRL,EST,.0363360873100253
2015,IRL,EST,.0497201443572246
2018,IRL,EST,.0421543497340777
2019,IRL,EST,.0426222210596028
2022,IRL,EST,.0307852237533386
2023,IRL,EST,.0499454432934129
2024,IRL,EST,.0635136024619414
2025,IRL,EST,
1994,IRL,LTU,
1999,IRL,LTU,-.0034193419455647
2001,IRL,LTU,-.0083877209413949
2006,IRL,LTU,-.0174613762919501
2007,IRL,LTU,-.0194234463278882
2009,IRL,LTU,-.0275548689749872
2011,IRL,LTU,-.0241167384771238
2012,IRL,LTU,-.0522895501057196
2013,IRL,LTU,-.0471991598328065
2015,IRL,LTU,-.0338151027856071
2016,IRL,LTU,-.0413669848836257
2018,IRL,LTU,-.0413808974087543
2021,IRL,LTU,-.0438989461596363
2022,IRL,LTU,-.0527500233894931
2023,IRL,LTU,-.0335898038494185
2024,IRL,LTU,-.0200216446808905
2025,IRL,LTU,
1994,LTU,IRL,
1999,LTU,IRL,.0057296219064162
2001,LTU,IRL,.0007612429105845
2004,LTU,IRL,-.0134364714878054
2006,LTU,IRL,-.0083124124399714
2007,LTU,IRL,-.010274482475908
2010,LTU,IRL,-.0057596390123572
2011,LTU,IRL,-.0149677746251448
2012,LTU,IRL,-.0431405862537397
2013,LTU,IRL,-.0380501959808263
2018,LTU,IRL,-.0322319335567749
2024,LTU,IRL,-.0108726808289108
1994,LTU,POL,
1999,LTU,POL,-.1220944793818692
2001,LTU,POL,-.1270628583776997
2004,LTU,POL,-.1412605727760901
2008,LTU,POL,-.1518118529011844
2014,LTU,POL,-.147399355672608
2015,LTU,POL,-.152490240221912
2016,LTU,POL,-.1600421223199309
2017,LTU,POL,-.1726643963520138
2022,LTU,POL,-.1714251608257976
2023,LTU,POL,-.1522649412857238
2025,LTU,POL,
2026,LTU,POL,
1994,LTU,DEU,
1999,LTU,DEU,-.1627349306447411
2001,LTU,DEU,-.1677033096405716
2002,LTU,DEU,-.180962511465676
2004,LTU,DEU,-.1819010240389617
2005,LTU,DEU,-.1877442498955766
2006,LTU,DEU,-.1767769649911272
2007,LTU,DEU,-.1787390350270646
2008,LTU,DEU,-.1924523041640568
2009,LTU,DEU,-.186870457674164
2010,LTU,DEU,-.1742241915635128
2011,LTU,DEU,-.1834323271763014
2012,LTU,DEU,-.2116051388048956
2013,LTU,DEU,-.2065147485319831
2014,LTU,DEU,-.1880398069354802
2015,LTU,DEU,-.1931306914847838
2016,LTU,DEU,-.2006825735828031
2017,LTU,DEU,-.2133048476148861
2018,LTU,DEU,-.2006964861079311
2019,LTU,DEU,-.200228614782406
2021,LTU,DEU,-.2032145348588133
2022,LTU,DEU,-.2120656120886701
2023,LTU,DEU,-.1929053925485961
2024,LTU,DEU,-.179337233380067
2025,LTU,DEU,
2026,LTU,DEU,
1994,LTU,HUN,
2005,LTU,HUN,-.1028536202445139
2007,LTU,HUN,-.0938484053760014
2011,LTU,HUN,-.0985416975252381
2012,LTU,HUN,-.126714509153833
2013,LTU,HUN,-.1216241188809205
2014,LTU,HUN,-.103149177284417
2015,LTU,HUN,-.1082400618337211
2016,LTU,HUN,-.1157919439317401
2017,LTU,HUN,-.1284142179638231
2018,LTU,HUN,-.1158058564568682
1994,LTU,MLT,
1999,LTU,MLT,.0620877915332235
2001,LTU,MLT,.0571194125373939
2002,LTU,MLT,.0438602107122892
2004,LTU,MLT,.0429216981390036
2005,LTU,MLT,.0370784722823882
2006,LTU,MLT,.0480457571868374
2009,LTU,MLT,.0379522645038014
2012,LTU,MLT,.0132175833730691
2013,LTU,MLT,.0183079736459821
2014,LTU,MLT,.0367829152424845
2016,LTU,MLT,.0241401485951623
2019,LTU,MLT,.0245941073955593
2021,LTU,MLT,.0216081873191523
2025,LTU,MLT,
2026,LTU,MLT,
1994,LTU,NOR,
1999,LTU,NOR,.0355267758266435
2001,LTU,NOR,.0305583968308129
2004,LTU,NOR,.0163606824324224
2005,LTU,NOR,.0105174565758076
2006,LTU,NOR,.0214847414802572
2008,LTU,NOR,.005809402307328
2009,LTU,NOR,.0113912487972214
2010,LTU,NOR,.024037514907871
2012,LTU,NOR,-.0133434323335113
