year,round,from_country_id,to_country_id,total_points,tele_points,jury_points
2025,final,LTU,UKR,9,7,2
2025,final,LTU,POL,0,0,0
2025,final,LTU,GRC,0,0,0
2025,final,LTU,FIN,0,0,0
2025,final,LTU,ITA,16,6,10
2025,final,LTU,DEU,13,8,5
2025,final,LTU,NOR,2,2,0
2025,final,LTU,LTU,0,0,0
2025,final,LTU,FRA,0,0,0
2025,final,LTU,NLD,9,1,8
2025,final,LTU,LVA,24,12,12
2025,final,LTU,ISL,0,0,0
2025,final,LTU,ARM,0,0,0
2025,final,LTU,LUX,0,0,0
2025,final,LTU,SMR,0,0,0
2025,final,LTU,PRT,6,0,6
2025,final,LTU,ESP,0,0,0
2025,final,LTU,MLT,0,0,0
2025,final,LTU,DNK,0,0,0
2025,final,LTU,CHE,3,0,3
2025,final,LTU,GBR,0,0,0
2025,final,LUX,ISR,13,12,1
2025,final,LUX,EST,8,5,3
2025,final,LUX,SWE,7,2,5
2025,final,LUX,AUT,10,0,10
2025,final,LUX,ALB,7,7,0
2025,final,LUX,UKR,0,0,0
2025,final,LUX,POL,3,3,0
2025,final,LUX,GRC,10,10,0
2025,final,LUX,FIN,0,0,0
2025,final,LUX,ITA,0,0,0
2025,final,LUX,DEU,4,0,4
2025,final,LUX,NOR,0,0,0
2025,final,LUX,LTU,4,4,0
2025,final,LUX,FRA,18,6,12
2025,final,LUX,NLD,7,0,7
2025,final,LUX,LVA,3,1,2
2025,final,LUX,ISL,0,0,0
2025,final,LUX,ARM,0,0,0
2025,final,LUX,LUX,0,0,0
2025,final,LUX,SMR,0,0,0
2025,final,LUX,PRT,8,8,0
2025,final,LUX,ESP,0,0,0
2025,final,LUX,MLT,0,0,0
2025,final,LUX,DNK,0,0,0
2025,final,LUX,CHE,8,0,8
2025,final,LUX,GBR,6,0,6
2025,final,MLT,ISR,5,5,0
2025,final,MLT,EST,15,12,3
2025,final,MLT,SWE,2,1,1
2025,final,MLT,AUT,17,10,7
2025,final,MLT,ALB,4,4,0
2025,final,MLT,UKR,0,0,0
2025,final,MLT,POL,2,2,0
2025,final,MLT,GRC,10,0,10
2025,final,MLT,FIN,13,7,6
2025,final,MLT,ITA,12,8,4
2025,final,MLT,DEU,0,0,0
2025,final,MLT,NOR,6,6,0
2025,final,MLT,LTU,0,0,0
2025,final,MLT,FRA,8,0,8
2025,final,MLT,NLD,0,0,0
2025,final,MLT,LVA,0,0,0
2025,final,MLT,ISL,0,0,0
2025,final,MLT,ARM,12,0,12
2025,final,MLT,LUX,0,0,0
2025,final,MLT,SMR,3,3,0
2025,final,MLT,PRT,0,0,0
2025,final,MLT,ESP,0,0,0
2025,final,MLT,MLT,0,0,0
2025,final,MLT,DNK,0,0,0
2025,final,MLT,CHE,2,0,2
2025,final,MLT,GBR,0,0,0
2025,final,MNE,ISR,7,7,0
2025,final,MNE,EST,10,10,0
2025,final,MNE,SWE,5,5,0
2025,final,MNE,AUT,11,3,8
2025,final,MNE,ALB,22,12,10
2025,final,MNE,UKR,6,6,0
2025,final,MNE,POL,0,0,0
2025,final,MNE,GRC,16,4,12
2025,final,MNE,FIN,0,0,0
2025,final,MNE,ITA,1,1,0
2025,final,MNE,DEU,0,0,0
2025,final,MNE,NOR,0,0,0
2025,final,MNE,LTU,3,0,3
2025,final,MNE,FRA,8,2,6
2025,final,MNE,NLD,2,0,2
2025,final,MNE,LVA,0,0,0
2025,final,MNE,ISL,0,0,0
2025,final,MNE,ARM,1,0,1
2025,final,MNE,LUX,12,8,4
2025,final,MNE,SMR,0,0,0
2025,final,MNE,PRT,0,0,0
2025,final,MNE,ESP,0,0,0
2025,final,MNE,MLT,5,0,5
2025,final,MNE,DNK,0,0,0
2025,final,MNE,CHE,7,0,7
2025,final,MNE,GBR,0,0,0
2025,final,NLD,ISR,17,12,5
2025,final,NLD,EST,8,8,0
2025,final,NLD,SWE,15,7,8
2025,final,NLD,AUT,15,3,12
2025,final,NLD,ALB,1,0,1
2025,final,NLD,UKR,4,4,0
2025,final,NLD,POL,10,10,0
2025,final,NLD,GRC,5,5,0
2025,final,NLD,FIN,6,6,0
2025,final,NLD,ITA,2,2,0
2025,final,NLD,DEU,1,1,0
2025,final,NLD,NOR,0,0,0
2025,final,NLD,LTU,4,0,4
2025,final,NLD,FRA,2,0,2
2025,final,NLD,NLD,0,0,0
2025,final,NLD,LVA,3,0,3
2025,final,NLD,ISL,0,0,0
2025,final,NLD,ARM,0,0,0
2025,final,NLD,LUX,6,0,6
2025,final,NLD,SMR,0,0,0
2025,final,NLD,PRT,7,0,7
2025,final,NLD,ESP,0,0,0
2025,final,NLD,MLT,0,0,0
2025,final,NLD,DNK,0,0,0
2025,final,NLD,CHE,10,0,10
2025,final,NLD,GBR,0,0,0
2025,final,NOR,ISR,10,10,0
2025,final,NOR,EST,11,7,4
2025,final,NOR,SWE,22,12,10
2025,final,NOR,AUT,13,1,12
2025,final,NOR,ALB,0,0,0
2025,final,NOR,UKR,3,2,1
2025,final,NOR,POL,8,8,0
2025,final,NOR,GRC,0,0,0
2025,final,NOR,FIN,14,6,8
2025,final,NOR,ITA,0,0,0
2025,final,NOR,DEU,0,0,0
2025,final,NOR,NOR,0,0,0
2025,final,NOR,LTU,4,4,0
2025,final,NOR,FRA,2,0,2
2025,final,NOR,NLD,10,5,5
2025,final,NOR,LVA,6,0,6
2025,final,NOR,ISL,3,3,0
2025,final,NOR,ARM,0,0,0
2025,final,NOR,LUX,0,0,0
2025,final,NOR,SMR,0,0,0
2025,final,NOR,PRT,0,0,0
2025,final,NOR,ESP,0,0,0
2025,final,NOR,MLT,0,0,0
2025,final,NOR,DNK,0,0,0
2025,final,NOR,CHE,3,0,3
2025,final,NOR,GBR,7,0,7
2025,final,POL,ISR,0,0,0
2025,final,POL,EST,10,10,0
2025,final,POL,SWE,8,8,0
2025,final,POL,AUT,14,7,7
2025,final,POL,ALB,9,4,5
2025,final,POL,UKR,12,12,0
2025,final,POL,POL,0,0,0
2025,final,POL,GRC,4,0,4
2025,final,POL,FIN,1,1,0
2025,final,POL,ITA,8,0,8
2025,final,POL,DEU,5,5,0
2025,final,POL,NOR,5,3,2
2025,final,POL,LTU,12,6,6
2025,final,POL,FRA,3,0,3
2025,final,POL,NLD,10,0,10
2025,final,POL,LVA,2,2,0
2025,final,POL,ISL,0,0,0
2025,final,POL,ARM,0,0,0
2025,final,POL,LUX,0,0,0
2025,final,POL,SMR,0,0,0
2025,final,POL,PRT,0,0,0
2025,final,POL,ESP,0,0,0
2025,final,POL,MLT,0,0,0
2025,final,POL,DNK,0,0,0
2025,final,POL,CHE,12,0,12
2025,final,POL,GBR,1,0,1
2025,final,PRT,ISR,12,12,0
2025,final,PRT,EST,4,1,3
2025,final,PRT,SWE,4,4,0
2025,final,PRT,AUT,13,7,6
2025,final,PRT,ALB,6,2,4
2025,final,PRT,UKR,18,10,8
2025,final,PRT,POL,0,0,0
2025,final,PRT,GRC,1,0,1
2025,final,PRT,FIN,0,0,0
2025,final,PRT,ITA,20,8,12
2025,final,PRT,DEU,0,0,0
2025,final,PRT,NOR,0,0,0
2025,final,PRT,LTU,0,0,0
2025,final,PRT,FRA,5,5,0
2025,final,PRT,NLD,8,3,5
2025,final,PRT,LVA,7,0,7
2025,final,PRT,ISL,0,0,0
2025,final,PRT,ARM,0,0,0
2025,final,PRT,LUX,0,0,0
2025,final,PRT,SMR,0,0,0
2025,final,PRT,PRT,0,0,0
2025,final,PRT,ESP,6,6,0
2025,final,PRT,MLT,0,0,0
2025,final,PRT,DNK,0,0,0
2025,final,PRT,CHE,10,0,10
2025,final,PRT,GBR,2,0,2
2025,final,SMR,ISR,10,10,0
2025,final,SMR,EST,14,7,7
2025,final,SMR,SWE,1,1,0
2025,final,SMR,AUT,5,5,0
2025,final,SMR,ALB,8,8,0
2025,final,SMR,UKR,8,4,4
2025,final,SMR,POL,6,6,0
2025,final,SMR,GRC,12,12,0
2025,final,SMR,FIN,0,0,0
2025,final,SMR,ITA,15,3,12
2025,final,SMR,DEU,0,0,0
2025,final,SMR,NOR,0,0,0
2025,final,SMR,LTU,3,0,3
2025,final,SMR,FRA,5,0,5
2025,final,SMR,NLD,2,2,0
2025,final,SMR,LVA,8,0,8
2025,final,SMR,ISL,0,0,0
2025,final,SMR,ARM,0,0,0
2025,final,SMR,LUX,0,0,0
2025,final,SMR,SMR,0,0,0
2025,final,SMR,PRT,6,0,6
2025,final,SMR,ESP,0,0,0
2025,final,SMR,MLT,1,0,1
2025,final,SMR,DNK,0,0,0
2025,final,SMR,CHE,10,0,10
2025,final,SMR,GBR,2,0,2
2025,final,SRB,ISR,2,2,0
2025,final,SRB,EST,15,12,3
2025,final,SRB,SWE,7,7,0
2025,final,SRB,AUT,18,10,8
2025,final,SRB,ALB,4,4,0
2025,final,SRB,UKR,4,0,4
2025,final,SRB,POL,0,0,0
2025,final,SRB,GRC,14,8,6
2025,final,SRB,FIN,6,6,0
2025,final,SRB,ITA,0,0,0
2025,final,SRB,DEU,15,5,10
2025,final,SRB,NOR,3,3,0
2025,final,SRB,LTU,0,0,0
2025,final,SRB,FRA,12,0,12
2025,final,SRB,NLD,0,0,0
2025,final,SRB,LVA,1,0,1
2025,final,SRB,ISL,0,0,0
2025,final,SRB,ARM,2,0,2
2025,final,SRB,LUX,0,0,0
2025,final,SRB,SMR,0,0,0
2025,final,SRB,PRT,0,0,0
2025,final,SRB,ESP,0,0,0
2025,final,SRB,MLT,1,1,0
2025,final,SRB,DNK,5,0,5
2025,final,SRB,CHE,7,0,7
2025,final,SRB,GBR,0,0,0
2025,final,SVN,ISR,6,6,0
2025,final,SVN,EST,14,7,7
2025,final,SVN,SWE,11,5,6
2025,final,SVN,AUT,20,10,10
2025,final,SVN,ALB,8,8,0
2025,final,SVN,UKR,8,3,5
2025,final,SVN,POL,0,0,0
2025,final,SVN,GRC,0,0,0
2025,final,SVN,FIN,0,0,0
2025,final,SVN,ITA,24,12,12
2025,final,SVN,DEU,0,0,0
2025,final,SVN,NOR,4,2,2
2025,final,SVN,LTU,0,0,0
2025,final,SVN,FRA,3,0,3
2025,final,SVN,NLD,4,0,4
2025,final,SVN,LVA,0,0,0
2025,final,SVN,ISL,1,1,0
2025,final,SVN,ARM,0,0,0
2025,final,SVN,LUX,4,4,0
2025,final,SVN,SMR,0,0,0
2025,final,SVN,PRT,1,0,1
2025,final,SVN,ESP,0,0,0
2025,final,SVN,MLT,0,0,0
2025,final,SVN,DNK,0,0,0
2025,final,SVN,CHE,8,0,8
2025,final,SVN,GBR,0,0,0
2025,final,ESP,ISR,12,12,0
2025,final,ESP,EST,7,7,0
2025,final,ESP,SWE,5,5,0
2025,final,ESP,AUT,11,4,7
2025,final,ESP,ALB,4,3,1
2025,final,ESP,UKR,12,10,2
2025,final,ESP,POL,8,8,0
2025,final,ESP,GRC,0,0,0
2025,final,ESP,FIN,6,6,0
2025,final,ESP,ITA,4,0,4
2025,final,ESP,DEU,3,0,3
2025,final,ESP,NOR,2,2,0
2025,final,ESP,LTU,0,0,0
2025,final,ESP,FRA,9,1,8
2025,final,ESP,NLD,10,0,10
2025,final,ESP,LVA,0,0,0
2025,final,ESP,ISL,0,0,0
2025,final,ESP,ARM,0,0,0
2025,final,ESP,LUX,0,0,0
2025,final,ESP,SMR,0,0,0
2025,final,ESP,PRT,0,0,0
2025,final,ESP,ESP,0,0,0
2025,final,ESP,MLT,5,0,5
2025,final,ESP,DNK,0,0,0
2025,final,ESP,CHE,12,0,12
2025,final,ESP,GBR,6,0,6
2025,final,SWE,ISR,12,12,0
2025,final,SWE,EST,8,8,0
2025,final,SWE,SWE,0,0,0
2025,final,SWE,AUT,12,0,12
2025,final,SWE,ALB,10,7,3
2025,final,SWE,UKR,9,4,5
2025,final,SWE,POL,6,6,0
2025,final,SWE,GRC,3,3,0
2025,final,SWE,FIN,16,10,6
2025,final,SWE,ITA,1,1,0
2025,final,SWE,DEU,0,0,0
2025,final,SWE,NOR,4,0,4
2025,final,SWE,LTU,0,0,0
2025,final,SWE,FRA,7,0,7
2025,final,SWE,NLD,10,2,8
2025,final,SWE,LVA,0,0,0
2025,final,SWE,ISL,5,5,0
2025,final,SWE,ARM,0,0,0
2025,final,SWE,LUX,0,0,0
2025,final,SWE,SMR,0,0,0
2025,final,SWE,PRT,0,0,0
2025,final,SWE,ESP,2,0,2
2025,final,SWE,MLT,1,0,1
2025,final,SWE,DNK,0,0,0
2025,final,SWE,CHE,10,0,10
2025,final,SWE,GBR,0,0,0
2025,final,CHE,ISR,12,12,0
2025,final,CHE,EST,7,2,5
2025,final,CHE,SWE,15,5,10
2025,final,CHE,AUT,13,6,7
2025,final,CHE,ALB,10,10,0
2025,final,CHE,UKR,1,0,1
2025,final,CHE,POL,3,3,0
2025,final,CHE,GRC,7,7,0
2025,final,CHE,FIN,3,0,3
2025,final,CHE,ITA,20,8,12
2025,final,CHE,DEU,0,0,0
2025,final,CHE,NOR,0,0,0
2025,final,CHE,LTU,0,0,0
2025,final,CHE,FRA,12,4,8
2025,final,CHE,NLD,7,1,6
2025,final,CHE,LVA,0,0,0
2025,final,CHE,ISL,0,0,0
2025,final,CHE,ARM,0,0,0
2025,final,CHE,LUX,0,0,0
2025,final,CHE,SMR,0,0,0
2025,final,CHE,PRT,2,0,2
2025,final,CHE,ESP,0,0,0
2025,final,CHE,MLT,0,0,0
2025,final,CHE,DNK,0,0,0
2025,final,CHE,CHE,0,0,0
2025,final,CHE,GBR,4,0,4
2025,final,UKR,ISR,3,1,2
2025,final,UKR,EST,7,2,5
2025,final,UKR,SWE,4,4,0
2025,final,UKR,AUT,7,6,1
2025,final,UKR,ALB,0,0,0
2025,final,UKR,UKR,0,0,0
2025,final,UKR,POL,3,3,0
2025,final,UKR,GRC,0,0,0
2025,final,UKR,FIN,0,0,0
2025,final,UKR,ITA,15,7,8
2025,final,UKR,DEU,17,5,12
2025,final,UKR,NOR,10,10,0
2025,final,UKR,LTU,12,12,0
2025,final,UKR,FRA,0,0,0
2025,final,UKR,NLD,0,0,0
2025,final,UKR,LVA,14,8,6
2025,final,UKR,ISL,0,0,0
2025,final,UKR,ARM,0,0,0
2025,final,UKR,LUX,3,0,3
2025,final,UKR,SMR,0,0,0
2025,final,UKR,PRT,4,0,4
2025,final,UKR,ESP,0,0,0
2025,final,UKR,MLT,0,0,0
2025,final,UKR,DNK,0,0,0
2025,final,UKR,CHE,7,0,7
2025,final,UKR,GBR,10,0,10
2025,final,GBR,ISR,12,12,0
2025,final,GBR,EST,9,6,3
2025,final,GBR,SWE,7,7,0
2025,final,GBR,AUT,8,0,8
2025,final,GBR,ALB,5,5,0
2025,final,GBR,UKR,0,0,0
2025,final,GBR,POL,10,10,0
2025,final,GBR,GRC,3,2,1
2025,final,GBR,FIN,9,4,5
2025,final,GBR,ITA,0,0,0
2025,final,GBR,DEU,0,0,0
2025,final,GBR,NOR,0,0,0
2025,final,GBR,LTU,14,8,6
2025,final,GBR,FRA,2,0,2
2025,final,GBR,NLD,0,0,0
2025,final,GBR,LVA,15,3,12
2025,final,GBR,ISL,0,0,0
2025,final,GBR,ARM,0,0,0
2025,final,GBR,LUX,4,0,4
2025,final,GBR,SMR,0,0,0
2025,final,GBR,PRT,0,0,0
2025,final,GBR,ESP,0,0,0
2025,final,GBR,MLT,8,1,7
2025,final,GBR,DNK,10,0,10
2025,final,GBR,CHE,0,0,0
2025,final,GBR,GBR,0,0,0
2026,final,ALB,BGR,9,6,3
2026,final,ALB,ROU,5,5,0
2026,final,ALB,ISR,18,10,8
2026,final,ALB,MDA,0,0,0
2026,final,ALB,UKR,7,7,0
2026,final,ALB,ITA,24,12,12
2026,final,ALB,GRC,10,8,2
2026,final,ALB,FIN,1,1,0
2026,final,ALB,AUS,5,4,1
2026,final,ALB,ALB,0,0,0
2026,final,ALB,DNK,5,0,5
2026,final,ALB,HRV,2,2,0
2026,final,ALB,SRB,3,3,0
2026,final,ALB,CYP,0,0,0
2026,final,ALB,NOR,10,0,10
2026,final,ALB,POL,0,0,0
2026,final,ALB,SWE,0,0,0
2026,final,ALB,FRA,4,0,4
2026,final,ALB,LTU,0,0,0
2026,final,ALB,CZE,7,0,7
2026,final,ALB,MLT,6,0,6
2026,final,ALB,AUT,0,0,0
2026,final,ALB,BEL,0,0,0
2026,final,ALB,DEU,0,0,0
2026,final,ALB,GBR,0,0,0
2026,final,ARM,BGR,22,12,10
2026,final,ARM,ROU,5,5,0
2026,final,ARM,ISR,14,7,7
2026,final,ARM,MDA,0,0,0
2026,final,ARM,UKR,0,0,0
2026,final,ARM,ITA,0,0,0
2026,final,ARM,GRC,7,4,3
2026,final,ARM,FIN,10,8,2
2026,final,ARM,AUS,22,10,12
2026,final,ARM,ALB,0,0,0
2026,final,ARM,DNK,11,6,5
2026,final,ARM,HRV,0,0,0
2026,final,ARM,SRB,0,0,0
2026,final,ARM,CYP,3,3,0
2026,final,ARM,NOR,6,0,6
2026,final,ARM,POL,1,0,1
2026,final,ARM,SWE,0,0,0
2026,final,ARM,FRA,10,2,8
2026,final,ARM,LTU,0,0,0
2026,final,ARM,CZE,5,1,4
2026,final,ARM,MLT,0,0,0
2026,final,ARM,AUT,0,0,0
2026,final,ARM,BEL,0,0,0
2026,final,ARM,DEU,0,0,0
2026,final,ARM,GBR,0,0,0
2026,final,AUS,BGR,24,12,12
2026,final,AUS,ROU,6,6,0
2026,final,AUS,ISR,0,0,0
2026,final,AUS,MDA,5,5,0
2026,final,AUS,UKR,0,0,0
2026,final,AUS,ITA,1,0,1
2026,final,AUS,GRC,10,8,2
2026,final,AUS,FIN,14,10,4
2026,final,AUS,AUS,0,0,0
2026,final,AUS,ALB,0,0,0
2026,final,AUS,DNK,8,3,5
2026,final,AUS,HRV,7,7,0
2026,final,AUS,SRB,0,0,0
2026,final,AUS,CYP,3,0,3
2026,final,AUS,NOR,8,2,6
2026,final,AUS,POL,8,0,8
2026,final,AUS,SWE,0,0,0
2026,final,AUS,FRA,11,1,10
2026,final,AUS,LTU,0,0,0
2026,final,AUS,CZE,7,0,7
2026,final,AUS,MLT,4,4,0
2026,final,AUS,AUT,0,0,0
2026,final,AUS,BEL,0,0,0
2026,final,AUS,DEU,0,0,0
2026,final,AUS,GBR,0,0,0
2026,final,AUT,BGR,12,12,0
2026,final,AUT,ROU,3,3,0
2026,final,AUT,ISR,15,7,8
2026,final,AUT,MDA,5,5,0
2026,final,AUT,UKR,4,4,0
2026,final,AUT,ITA,8,6,2
2026,final,AUT,GRC,3,2,1
2026,final,AUT,FIN,7,1,6
2026,final,AUT,AUS,17,10,7
2026,final,AUT,ALB,0,0,0
2026,final,AUT,DNK,10,0,10
2026,final,AUT,HRV,8,8,0
2026,final,AUT,SRB,0,0,0
2026,final,AUT,CYP,0,0,0
2026,final,AUT,NOR,3,0,3
2026,final,AUT,POL,12,0,12
2026,final,AUT,SWE,0,0,0
2026,final,AUT,FRA,4,0,4
2026,final,AUT,LTU,0,0,0
2026,final,AUT,CZE,5,0,5
2026,final,AUT,MLT,0,0,0
2026,final,AUT,AUT,0,0,0
2026,final,AUT,BEL,0,0,0
2026,final,AUT,DEU,0,0,0
2026,final,AUT,GBR,0,0,0
2026,final,AZE,BGR,15,10,5
2026,final,AZE,ROU,9,6,3
2026,final,AZE,ISR,16,12,4
2026,final,AZE,MDA,1,1,0
2026,final,AZE,UKR,14,4,10
2026,final,AZE,ITA,12,0,12
2026,final,AZE,GRC,0,0,0
2026,final,AZE,FIN,8,8,0
2026,final,AZE,AUS,5,5,0
2026,final,AZE,ALB,6,0,6
2026,final,AZE,DNK,7,7,0
2026,final,AZE,HRV,7,0,7
2026,final,AZE,SRB,8,0,8
2026,final,AZE,CYP,0,0,0
2026,final,AZE,NOR,0,0,0
2026,final,AZE,POL,0,0,0
2026,final,AZE,SWE,0,0,0
2026,final,AZE,FRA,0,0,0
2026,final,AZE,LTU,0,0,0
2026,final,AZE,CZE,4,3,1
2026,final,AZE,MLT,4,2,2
2026,final,AZE,AUT,0,0,0
2026,final,AZE,BEL,0,0,0
2026,final,AZE,DEU,0,0,0
2026,final,AZE,GBR,0,0,0
2026,final,BEL,BGR,16,12,4
2026,final,BEL,ROU,10,10,0
2026,final,BEL,ISR,9,8,1
2026,final,BEL,MDA,7,7,0
2026,final,BEL,UKR,5,5,0
2026,final,BEL,ITA,10,4,6
2026,final,BEL,GRC,6,6,0
2026,final,BEL,FIN,11,3,8
2026,final,BEL,AUS,11,1,10
2026,final,BEL,ALB,5,2,3
2026,final,BEL,DNK,0,0,0
2026,final,BEL,HRV,0,0,0
2026,final,BEL,SRB,0,0,0
2026,final,BEL,CYP,0,0,0
2026,final,BEL,NOR,7,0,7
2026,final,BEL,POL,12,0,12
2026,final,BEL,SWE,0,0,0
2026,final,BEL,FRA,5,0,5
2026,final,BEL,LTU,0,0,0
2026,final,BEL,CZE,0,0,0
2026,final,BEL,MLT,0,0,0
2026,final,BEL,AUT,0,0,0
2026,final,BEL,BEL,0,0,0
2026,final,BEL,DEU,2,0,2
2026,final,BEL,GBR,0,0,0
2026,final,BGR,BGR,0,0,0
2026,final,BGR,ROU,10,10,0
2026,final,BGR,ISR,12,5,7
2026,final,BGR,MDA,8,3,5
2026,final,BGR,UKR,7,7,0
2026,final,BGR,ITA,7,1,6
2026,final,BGR,GRC,12,12,0
2026,final,BGR,FIN,0,0,0
2026,final,BGR,AUS,8,0,8
2026,final,BGR,ALB,8,8,0
2026,final,BGR,DNK,1,0,1
2026,final,BGR,HRV,4,4,0
2026,final,BGR,SRB,0,0,0
2026,final,BGR,CYP,16,6,10
2026,final,BGR,NOR,3,0,3
2026,final,BGR,POL,0,0,0
2026,final,BGR,SWE,0,0,0
2026,final,BGR,FRA,0,0,0
2026,final,BGR,LTU,0,0,0
2026,final,BGR,CZE,4,0,4
2026,final,BGR,MLT,14,2,12
2026,final,BGR,AUT,0,0,0
2026,final,BGR,BEL,0,0,0
2026,final,BGR,DEU,0,0,0
2026,final,BGR,GBR,0,0,0
2026,final,HRV,BGR,11,7,4
2026,final,HRV,ROU,5,5,0
2026,final,HRV,ISR,5,0,5
2026,final,HRV,MDA,7,6,1
2026,final,HRV,UKR,1,1,0
2026,final,HRV,ITA,10,10,0
2026,final,HRV,GRC,3,3,0
2026,final,HRV,FIN,8,2,6
2026,final,HRV,AUS,11,4,7
2026,final,HRV,ALB,16,8,8
2026,final,HRV,DNK,10,0,10
2026,final,HRV,HRV,0,0,0
2026,final,HRV,SRB,24,12,12
2026,final,HRV,CYP,0,0,0
2026,final,HRV,NOR,0,0,0
2026,final,HRV,POL,2,0,2
2026,final,HRV,SWE,0,0,0
2026,final,HRV,FRA,3,0,3
2026,final,HRV,LTU,0,0,0
2026,final,HRV,CZE,0,0,0
2026,final,HRV,MLT,0,0,0
2026,final,HRV,AUT,0,0,0
2026,final,HRV,BEL,0,0,0
2026,final,HRV,DEU,0,0,0
2026,final,HRV,GBR,0,0,0
2026,final,CYP,BGR,20,10,10
2026,final,CYP,ROU,7,7,0
2026,final,CYP,ISR,8,8,0
2026,final,CYP,MDA,6,6,0
2026,final,CYP,UKR,4,4,0
2026,final,CYP,ITA,4,3,1
2026,final,CYP,GRC,24,12,12
2026,final,CYP,FIN,5,1,4
2026,final,CYP,AUS,10,5,5
2026,final,CYP,ALB,8,0,8
2026,final,CYP,DNK,6,0,6
2026,final,CYP,HRV,0,0,0
2026,final,CYP,SRB,0,0,0
2026,final,CYP,CYP,0,0,0
2026,final,CYP,NOR,0,0,0
2026,final,CYP,POL,0,0,0
2026,final,CYP,SWE,0,0,0
2026,final,CYP,FRA,5,2,3
2026,final,CYP,LTU,0,0,0
2026,final,CYP,CZE,2,0,2
2026,final,CYP,MLT,7,0,7
2026,final,CYP,AUT,0,0,0
2026,final,CYP,BEL,0,0,0
2026,final,CYP,DEU,0,0,0
2026,final,CYP,GBR,0,0,0
2026,final,CZE,BGR,14,10,4
2026,final,CZE,ROU,15,7,8
2026,final,CZE,ISR,7,5,2
2026,final,CZE,MDA,8,8,0
2026,final,CZE,UKR,12,12,0
2026,final,CZE,ITA,0,0,0
2026,final,CZE,GRC,6,6,0
2026,final,CZE,FIN,10,3,7
2026,final,CZE,AUS,6,0,6
2026,final,CZE,ALB,0,0,0
2026,final,CZE,DNK,13,1,12
2026,final,CZE,HRV,4,4,0
2026,final,CZE,SRB,2,2,0
2026,final,CZE,CYP,0,0,0
2026,final,CZE,NOR,10,0,10
2026,final,CZE,POL,5,0,5
2026,final,CZE,SWE,0,0,0
2026,final,CZE,FRA,3,0,3
2026,final,CZE,LTU,0,0,0
2026,final,CZE,CZE,0,0,0
2026,final,CZE,MLT,1,0,1
2026,final,CZE,AUT,0,0,0
2026,final,CZE,BEL,0,0,0
2026,final,CZE,DEU,0,0,0
2026,final,CZE,GBR,0,0,0
2026,final,DNK,BGR,24,12,12
2026,final,DNK,ROU,5,4,1
2026,final,DNK,ISR,9,2,7
2026,final,DNK,MDA,3,3,0
2026,final,DNK,UKR,7,7,0
2026,final,DNK,ITA,6,0,6
2026,final,DNK,GRC,0,0,0
2026,final,DNK,FIN,16,8,8
2026,final,DNK,AUS,9,5,4
2026,final,DNK,ALB,1,1,0
2026,final,DNK,DNK,0,0,0
2026,final,DNK,HRV,0,0,0
2026,final,DNK,SRB,0,0,0
2026,final,DNK,CYP,2,0,2
2026,final,DNK,NOR,10,10,0
2026,final,DNK,POL,0,0,0
2026,final,DNK,SWE,16,6,10
2026,final,DNK,FRA,3,0,3
2026,final,DNK,LTU,0,0,0
2026,final,DNK,CZE,5,0,5
2026,final,DNK,MLT,0,0,0
2026,final,DNK,AUT,0,0,0
2026,final,DNK,BEL,0,0,0
2026,final,DNK,DEU,0,0,0
2026,final,DNK,GBR,0,0,0
2026,final,EST,BGR,14,7,7
2026,final,EST,ROU,4,4,0
2026,final,EST,ISR,1,1,0
2026,final,EST,MDA,10,10,0
2026,final,EST,UKR,8,8,0
2026,final,EST,ITA,12,6,6
2026,final,EST,GRC,6,3,3
2026,final,EST,FIN,24,12,12
2026,final,EST,AUS,5,5,0
2026,final,EST,ALB,0,0,0
2026,final,EST,DNK,10,2,8
2026,final,EST,HRV,4,0,4
2026,final,EST,SRB,0,0,0
2026,final,EST,CYP,0,0,0
2026,final,EST,NOR,10,0,10
2026,final,EST,POL,5,0,5
2026,final,EST,SWE,0,0,0
2026,final,EST,FRA,0,0,0
2026,final,EST,LTU,0,0,0
2026,final,EST,CZE,1,0,1
2026,final,EST,MLT,0,0,0
2026,final,EST,AUT,0,0,0
2026,final,EST,BEL,2,0,2
2026,final,EST,DEU,0,0,0
2026,final,EST,GBR,0,0,0
2026,final,FIN,BGR,7,7,0
2026,final,FIN,ROU,10,10,0
2026,final,FIN,ISR,12,12,0
2026,final,FIN,MDA,2,1,1
2026,final,FIN,UKR,4,4,0
2026,final,FIN,ITA,8,5,3
2026,final,FIN,GRC,0,0,0
2026,final,FIN,FIN,0,0,0
2026,final,FIN,AUS,7,0,7
2026,final,FIN,ALB,0,0,0
2026,final,FIN,DNK,18,8,10
2026,final,FIN,HRV,7,2,5
2026,final,FIN,SRB,3,3,0
2026,final,FIN,CYP,0,0,0
2026,final,FIN,NOR,0,0,0
2026,final,FIN,POL,6,0,6
2026,final,FIN,SWE,6,6,0
2026,final,FIN,FRA,12,0,12
2026,final,FIN,LTU,8,0,8
2026,final,FIN,CZE,2,0,2
2026,final,FIN,MLT,0,0,0
2026,final,FIN,AUT,0,0,0
2026,final,FIN,BEL,4,0,4
2026,final,FIN,DEU,0,0,0
2026,final,FIN,GBR,0,0,0
2026,final,FRA,BGR,14,7,7
2026,final,FRA,ROU,8,8,0
2026,final,FRA,ISR,16,12,4
2026,final,FRA,MDA,10,10,0
